song_id,genre_clean,language,cluster_direct,cluster_pca,cluster_ae,cluster_cvae
SOSWEUH12AB0186F22,other,en,4,5,0,7
SOXUAQZ12AB0184442,dance pop,en,0,6,3,8
SOOPBZY12AB018379D,other,en,6,5,0,8
SOKBCLG12A8C13DAA5,other,en,4,5,3,8
SOSIVPO12AB017D5E9,heavy metal,en,1,8,1,6
SOHXASU12A6D4F6B1C,post-grunge,en,8,7,9,5
SOMSHMQ12A58A7EC79,other,en,8,6,5,4
SONATVQ12A6D4FAF73,other,en,8,6,0,5
SODWZGN12A8C142A38,pop rock,en,8,7,9,0
SOWXKLQ12A8C13C221,other,en,7,4,6,5
SOUKQWD12AB017F89D,other,en,8,6,2,5
SOOLVIB12A8C1408E2,other,en,0,0,9,0
SOYHZWP12A58A7C176,other,en,6,7,9,7
SOYUMRC12A8AE452DE,latin jazz,en,1,8,6,3
SOEQKKP12AC3DFA097,other,en,2,5,2,7
SORSIBU12AC468E2E3,other,en,9,4,9,0
SOUKEVR12CF4FFF27D,other,en,1,8,8,8
SOZNDLW12A6D4FB4C5,other,en,0,0,2,0
SOEWLTH12A6D4F8E29,other,en,8,6,2,8
SORLIQE12AF72A3375,other,en,6,5,4,0
SOTQGQR12CF5CFD61E,dance pop,en,0,0,0,7
SOFKTVC12A81C20A23,other,en,0,0,7,1
SOYHTLZ12A8C1399F7,gangster rap,en,5,4,6,5
SOEKZPU12AC3DF6093,other,en,8,7,9,5
SOTNBRQ12AC4687F85,other,en,4,5,2,8
SOSHQVN12A6D4F9B21,other,en,4,5,2,1
SOAECHX12A6D4FC3D9,other,en,1,3,3,7
SOWRILA12A8C1360D0,dancehall,en,5,4,6,3
SOCOTRH12A8C13840D,other,en,3,1,5,7
SOYMPFK12A8C141D1A,other,en,5,6,0,4
SOVOYJL12A8C142B2A,other,en,9,6,3,3
SOGSBKB12AC9097E0F,other,en,6,6,7,7
SONFOLB12AB01841B9,other,en,1,8,8,6
SOSBJHW12A6D4FAAB2,post-grunge,en,0,0,1,9
SOGIAKH12AB0184D05,ccm,en,8,6,0,0
SOZAFEC12AB018C519,other,en,4,5,1,1
SOBDHIZ12AB0182E18,other,en,0,7,8,9
SOQFWIS12A58A7BD61,other,en,8,7,1,6
SOJCOPL12AB01886A1,roots reggae,en,5,4,6,3
SOUDSJF12A8C13C36D,other,en,7,3,3,7
SOGDLDE12AB017A28E,other,en,6,1,2,6
SODTDRC12A81C22C7C,other,en,8,6,4,1
SOIEJUL12AB0181C12,other,en,2,9,2,1
SONNDRB12A8AE46705,other,en,2,9,2,7
SOZTDIN12AB018AAD1,other,en,1,8,1,4
SOHZNER12AAFF43D08,other,en,1,8,3,6
SOZUOAK12AB018AA82,other,en,1,8,1,7
SOZSKUB12AC4686766,chanson,en,6,0,7,8
SOULCEZ12AB0187E3C,other,en,6,1,7,0
SOSIVYG12A6D4F93A9,other,en,8,6,6,5
SORPGNH12A6D4FCDE2,other,en,7,3,1,6
SOXBWOG12A8C138A74,other,en,6,1,2,0
SOERWEA12A6D4F4CB8,other,en,2,9,0,7
SOMFSJZ12A8C13358D,other,en,2,9,7,3
SOJMDES12A6D4FD717,country rock,en,4,5,4,8
SOCTJIL12A67ADAF3F,other,en,1,8,8,0
SOVNZNG12A6D4F763D,other,en,5,6,0,7
SOWAIRN12AC468B37C,other,en,8,8,8,6
SOVQWEN12A8C141BD9,hip hop,en,9,4,6,5
SOGFQTK12AB017DE14,ccm,en,2,9,4,0
SOWJNKL12A81C21F17,other,en,4,0,9,3
SONTEWC12AB0186E51,other,en,6,0,4,8
SOVCECZ12A6D4FA35E,other,en,3,9,2,8
SOUYGWL12A58A7A474,country rock,en,8,7,6,3
SONIVCV12AB017FEED,other,en,5,4,6,8
SOWQDJI12AC468AED3,other,en,3,1,4,8
SOBHRIK12A6D4F6E75,other,en,8,7,9,0
SOVWNAS12A8C130573,other,en,0,0,4,3
SOHLFWF12A58A7989F,other,en,6,6,2,0
SOATHUP12A8C131DC3,other,en,1,8,1,8
SODMROC12A8C1443E7,country rock,en,0,0,4,0
SOESWTI12AB0184D39,dance pop,en,5,4,7,4
SOVZIXG12AC3DF5331,other,en,5,3,3,5
SOSFVEI12A6D4F7C84,other,en,7,3,3,4
SORERTC12A8AE454B3,other,en,1,8,3,3
SOCSZYG12AB01871C2,other,en,3,1,5,5
SOCYTFB12AB017F7CE,other,en,0,4,6,1
SOUGZYV12A8C143A6F,other,en,4,5,4,3
SOBHGWG12A6D4F50D2,other,en,9,6,5,5
SOJDJRK12AB018565D,other,en,8,6,3,3
SOOCWAO12AB01852C1,blues-rock,en,1,8,9,8
SOCXXWR12AC468929B,other,en,3,1,4,4
SOLWBGS12AB0187EAD,latin jazz,en,3,1,2,4
SOQYLQN12AB01801B8,other,en,7,3,7,8
SONROBV12AB0188BC7,other,en,1,8,1,6
SOOBRTK12A8C13D6A9,other,en,4,5,4,0
SOYNXWG12AC468F51A,other,en,6,0,7,7
SOHWKQE12A8C142406,other,en,6,5,4,3
SOYVONC12AB0187167,ccm,en,8,7,0,5
SOQYKBE12AC46867EE,other,en,9,4,5,6
SOUYTJK12A6701CD3D,other,en,9,6,7,2
SOIWZZD12A8C14505C,other,en,1,8,1,5
SODKPPT12A8AE46A99,other,en,9,2,7,7
SOPNFTX12A67020455,other,en,1,8,9,8
SOKQYBC12AB0183C87,other,en,5,6,2,6
SOEJFMF12A670209F0,other,en,8,6,8,7
SOKWXEW12A6D4F7F9E,blues-rock,en,8,7,5,1
SOZSSJQ12AB01852D1,other,en,1,8,1,7
SONKDJU12A67FFB313,other,en,4,5,0,1
SOPOTLV12AB017C1F7,other,en,4,5,2,1
SOAONEP12A58A7D2B3,other,en,5,4,4,4
SOGVRQG12A58A7E69B,other,en,2,9,2,4
SOFLCWE12AC468C2B2,other,en,3,1,5,4
SOWTBIV12A8C13B607,other,en,3,1,4,0
SOHPFNX12AB018A5FE,ccm,en,0,0,5,0
SOJTSAW12A58A7B6C2,other,en,4,5,2,3
SOWBRZR12A58A7B5D2,other,en,9,2,7,0
SOBRVRZ12A8C132DE5,other,en,2,9,2,1
SOJDTBL12AB0188BF6,other,en,6,5,2,1
SOBHDHC12A6D4FA2A4,other,en,8,6,3,3
SODWSGW12A58A7D4B8,other,en,8,8,8,8
SOTJODQ12AB018561C,other,en,2,9,8,4
SONOQCH12A6D4FE0EE,other,en,7,6,0,7
SOSJVGP12AB0185B95,other,en,9,2,7,8
SONUTGA12AB0187F44,progressive house,en,7,3,3,9
SOZNBMX12AB0182AD1,other,en,6,7,1,6
SOHHGUG12A6D4F4E77,other,en,8,6,4,5
SOESNFW12A6D4F995F,post-grunge,en,8,8,1,0
SOIRIWN12AB0183AE7,other,en,6,5,4,7
SOMJNMD12AB0187F93,other,en,8,3,3,0
SOBIPBF12AB0184B0C,other,en,0,6,3,8
SOGNFKZ12A8C145224,other,en,4,1,5,3
SODPNJR12A6D4FA52D,other,en,2,9,2,3
SODKUVJ12AB0187A4A,other,en,1,3,3,0
SOMMSMW12A8C13FCCC,other,en,6,7,9,7
SOVLGJY12A8C13FBED,other,en,1,8,1,0
SOINHKC12AB01836E0,other,en,0,1,4,0
SOHWWOM12AB0186627,power pop,en,4,5,9,3
SOBOAQC12A8C13E3E9,gangster rap,en,5,4,6,9
SOZSPTD12A8C143BFD,post-grunge,en,9,3,3,4
SOZVLXO12AF72ABCDB,other,en,7,3,2,6
SODMVJR12A6D4F985D,hip hop,en,5,4,6,5
SOKVLHX12AB0187B39,other,en,8,7,8,0
SOGDQZK12A8C13F37C,other,en,8,6,0,1
SOIWBDR12A8C13A4AC,other,en,2,9,0,3
SOFFLLP12AB018ED52,other,en,6,0,3,6
SOHCCIA12AC907577F,other,en,2,0,1,7
SOVBVJW12AAF3B5F77,other,en,5,0,2,9
SONZEZK12A8C13A421,gangster rap,en,9,4,6,9
SOOOUDM12AAA15EE2D,other,en,1,6,3,6
SOAQCDC12A8C139378,other,en,4,5,4,8
SOTLYRR12A8C13951F,other,en,4,5,4,6
SOKCDWG12A8C1398E7,other,en,8,6,2,3
SOCZQSZ12A8AE4604D,roots reggae,en,9,4,6,9
SOPPEBK12A8C13B9CE,other,en,3,1,5,6
SONTUMS12AC468A9AA,other,en,6,7,8,4
SOSKVKM12A6702153C,ccm,en,1,8,8,4
SORNEPM12AB0183895,other,en,3,1,0,7
SORCPSR12A8C13E228,hip hop,en,5,4,6,2
SOWJCAE12AC46887E7,other,en,1,8,8,7
SOZFCZN12AB017E894,other,en,6,5,3,3
SOREYUK12A58A7A253,other,en,5,6,3,8
SOYAJDV12AB01828DA,other,en,1,8,9,6
SOGWNKK12A6701D95A,other,en,1,8,8,4
SOKXTEN12A8C13B438,other,en,4,5,2,3
SOIZEZF12A8C13F7E9,other,en,5,6,3,8
SOERSTG12AC4685824,other,en,3,6,2,7
SOGRKKB12A8C14595A,other,en,1,6,0,7
SOAOWLA12A6D4F7DD4,other,en,1,8,8,8
SOUYIJX12A6D4F96CE,dancehall,en,5,4,6,8
SOUHRQN12A58A7C12A,other,en,5,4,6,6
SOHERKR12AB018B158,other,en,4,5,2,3
SORRXOY12AB0183759,ccm,en,4,5,0,7
SODYMWS12A8C141577,other,en,6,0,4,0
SOKNAQC12A58A7EE5C,other,en,7,3,2,0
SORZPFY12A8C137448,other,en,1,3,2,8
SOMOINR12AB0189188,other,en,6,0,4,7
SOFPQSC12A58A7B165,other,en,5,7,5,6
SOAPUWG12AB017DE50,other,en,7,3,3,6
SOADDVU12A8AE47512,chanson,en,6,5,0,7
SOBAMRQ12A8C141DF3,other,en,0,0,5,7
SOHLKRL12A8C141B63,other,en,3,1,2,0
SOPIDCK12AB018DAF8,latin jazz,en,3,1,2,0
SOAZTBX12AC4689A69,other,en,4,5,0,3
SOFEAJC12A58A7F3AA,blues-rock,en,4,7,5,8
SOJMOIF12A8C14397B,other,en,2,9,5,8
SOGCMMV12AB0184BBB,other,en,8,7,5,8
SOCUDXX12A58A76EF9,other,en,5,0,0,7
SOCSEYN12A6D4F8178,other,en,0,0,2,3
SOEBXFH12AB018607F,other,en,3,1,2,0
SOAWMWQ12A8C13AF1D,other,en,2,9,2,3
SOSYMSX12A6310DFE2,other,en,4,5,8,1
SOKVTFS12A8C1336D6,other,en,2,9,2,3
SOJUTCU12AB017EDB4,hip hop,en,5,4,3,2
SOULLZX12A8C13491F,other,en,8,6,0,0
SOYSRRY12A6310E1C1,post-grunge,en,8,7,9,5
SOHOXXV12A6701BEBF,other,en,1,8,8,8
SOJUZCX12AB0181D3E,other,en,3,1,2,3
SONPVKR12A58A7BA4A,other,en,1,8,8,6
SODUNOD12A58A79381,other,en,1,8,8,8
SOFPGXP12A58A78AAB,other,en,3,1,5,7
SOBPHTZ12A8C134095,other,en,6,7,2,7
SOEIIYR12AB01825B8,other,en,1,3,3,1
SOTNLBM12AB0185DD2,other,en,8,8,8,2
SOKBBBJ12AB018A3BF,ccm,en,2,9,2,3
SOAGCNO12AB0187A1A,other,en,8,7,9,0
SOAHRFR12A8C142155,other,en,1,8,1,7
SOIUCMV12AB017DEDB,chanson,en,0,0,2,1
SODGUVC12A8C142EBA,other,en,0,0,4,3
SOMQZOX12AB01896D6,dancehall,en,5,4,6,5
SOSJQKV12A8AE46270,dance pop,en,6,0,0,5
SOBJUNO12A8C13D478,other,en,0,0,4,4
SOYYXTC12A8C143393,other,en,7,6,3,7
SOHEYVW12A8C131DAF,other,en,1,8,1,6
SORFAAB12A6D4F7EAC,blues-rock,en,1,7,5,6
SOHEJGY12A8C13A71E,other,en,8,6,0,8
SOYJCVS12AB01869B2,other,en,6,5,2,8
SOYNESO12AB018782B,latin jazz,en,0,1,2,7
SOHPWKA12A8C13864B,progressive house,en,7,3,3,9
SOHGYDF12A6D4FCD5E,other,en,3,1,4,0
SOYALFX12A8C143637,dancehall,en,5,4,6,7
SOFOOEV12A8AE44CA3,pop rock,en,8,6,0,6
SOHBOWM12AB018446A,other,en,2,9,7,1
SOGEBZO12A67ADF488,blues-rock,en,1,7,9,6
SOBHIVO12AB0182476,other,en,5,3,3,4
SOVXYYO12A8C13B254,other,en,0,0,2,8
SORKSWH12A8C1452B4,other,en,3,1,4,8
SOLHVZC12A8C14307F,other,en,6,5,4,8
SOCMHBT12A8C13D634,other,en,7,3,3,8
SOWXWOS12A8C143605,ccm,en,7,3,3,0
SOADKNO12AB0182BC7,heavy metal,en,1,8,9,9
SOVBYLF12AB017EBAC,other,en,1,8,1,8
SOHWVJJ12AB0185F6D,blues-rock,en,8,7,9,6
SOIBAKV12A8C142CE7,other,en,5,7,8,1
SOQIDEF12A8C139B23,dance pop,en,9,6,0,6
SOGINAY12A8C138666,other,en,0,6,3,0
SOLBDEY12AC9E12684,other,en,9,2,6,0
SOCVTPO12A8C13414F,other,en,6,0,2,3
SOLBDAS12AB018BB6E,other,en,8,6,0,7
SOVQWTQ12A8C13D988,other,en,6,5,8,8
SOTEWGK12AB0185C5A,blues-rock,en,9,4,5,8
SOETIGS12AB0186644,other,en,1,3,2,6
SOIUODF12A6D4F9C3E,ccm,en,0,5,0,1
SOPOFBK12AF729EEBE,other,en,8,8,8,5
SOQLXXN12AB01800CD,other,en,4,7,8,4
SOCSFMW12AB01826F2,other,en,5,4,2,7
SOKWIDU12CF5F87DA3,other,en,0,6,6,7
SOFWMDO12A8C135956,other,en,7,3,3,8
SOGIZJH12AB01822B5,other,en,3,1,4,1
SOBXFLQ12A6D4F3578,other,en,3,1,2,7
SOPOZOQ12A58A76660,other,en,4,1,5,6
SOIKOBP12AB01897DA,other,en,6,7,1,8
SOPAZAM12A6D4F6F05,other,en,0,0,0,7
SOTVSQV12AB018767D,other,en,9,4,6,1
SODHSPZ12AB0185645,other,en,6,7,9,7
SOQYHCL12A8C13E707,other,en,6,7,1,8
SORUPLP12A8C14177E,other,en,1,8,3,8
SOETFQZ12A8C13C7DA,other,en,4,5,5,7
SOVUDJB12A6D4F68C4,other,en,4,5,2,7
SOXDMYX12AB01890CA,other,en,8,3,3,1
SOUWBCT12AB01846F6,other,en,1,8,7,6
SORUWYJ12AB0181EBF,other,en,0,0,5,0
SOCFESM12A8C131EA8,power pop,en,8,8,8,6
SOUHBIP12AF72A14DA,other,en,6,7,3,6
SOAUAOA12AB018776D,other,en,4,5,2,1
SOTBVZW12A8C1360F0,other,en,4,5,7,0
SOWRIBC12AAF3B2725,other,en,0,0,2,3
SOFSDJY12AAF3B4381,blues-rock,en,4,1,5,5
SOBNEYA12AB01865D5,country rock,en,6,7,4,0
SOJOIZR12A8C13E554,other,en,1,6,3,6
SOVIJEZ12A58A7F35C,other,en,7,3,3,8
SOSEDLD12A8C13E168,other,en,7,3,3,6
SOKANHN12AB01841D0,other,en,0,0,5,7
SONFXQX12AB01872A4,country rock,en,0,0,4,7
SOXKMLO12AB017FFDB,gangster rap,en,7,4,6,5
SOPFURM12A67020D2A,other,en,0,0,8,7
SOWCQMT12A6D4FC2BD,other,en,4,5,5,1
SOWYVJI12AAF3B4873,other,en,6,7,9,7
SOOWUYK12AB017C5E3,other,en,7,3,3,1
SOAVWUZ12A8C142B45,other,en,8,6,6,7
SOFLKLL12AC468B353,other,en,9,2,7,1
SOYPREH12A6D4F6EF4,other,en,4,5,2,3
SOOUUQC12AF72A56E3,other,en,8,6,8,3
SOESDIQ12AB018ADA5,latin jazz,en,2,9,2,3
SOOPNJS12AB0181570,other,en,0,0,2,1
SOEJRAP12A8C13D8FA,other,en,5,4,2,3
SONQVMO12A8C134FC7,other,en,1,8,1,7
SOOCFSM12AB018519F,blues-rock,en,9,1,5,4
SOPKUDA12AB018570C,other,en,4,5,2,7
SOQFKBW12A58A7B9EE,other,en,7,6,1,5
SOGCJUJ12A8C13D4FE,other,en,1,8,3,7
SODOZXX12A8C137BCE,other,en,4,5,0,5
SOWCQMB12A8C141825,other,en,6,7,3,8
SOSFHGJ12AB01857C0,other,en,8,6,3,2
SONWUYB12AB017FDC5,ccm,en,7,6,3,0
SOKGTMG12AB0180460,other,en,5,6,3,6
SOPEKCH12A6D4F66B3,other,en,4,5,2,8
SOZOOYV12A6D4F445F,ccm,en,0,0,0,4
SOIMQSC12A8C1344C4,other,en,4,5,4,0
SOMLDOS12AB0181FBD,other,en,3,1,2,8
SOUIAWC12AB018810E,other,en,8,6,2,7
SOPDNNC12AB018A801,other,en,7,9,2,1
SOZPXLH12A58A7A054,country rock,en,0,0,2,8
SOBEQOL12A8C140489,other,en,2,5,4,3
SOZYUKG12A6D4FB64F,gangster rap,en,5,4,6,7
SOBGEIG12A6D4F6635,roots reggae,en,2,9,6,5
SOKEOPP12AB017F799,other,en,4,0,2,7
SOPXKFG12A58A78D97,post-grunge,en,8,7,9,8
SOWDYUR12A8AE481CB,dancehall,en,5,4,6,6
SOWJACU12AB018648C,roots reggae,en,7,6,6,5
SOIXCFZ12A8AE462F5,other,en,5,3,3,3
SOINLVO12A67020D31,other,en,1,6,0,5
SODFEAT12A8C139306,other,en,8,8,8,6
SOHSPMJ12AB0181C96,other,en,8,6,4,7
SOOTDEC12A6701D0FF,gangster rap,en,5,4,6,5
SOMKRRH12A8C13C411,other,en,6,6,4,6
SOSVWIE12A8C143BD4,other,en,1,8,8,6
SOBXEJI12A58A79725,post-grunge,en,8,7,8,4
SORTRUL12A6D4FA12A,latin jazz,en,6,0,0,0
SOEFZVQ12A8C138735,other,en,8,6,0,1
SOIDOHE12A8C135371,other,en,3,1,2,0
SOOSYTN12A8C13F55B,other,en,3,2,7,8
SORTYID12A8C139D86,other,en,1,8,9,1
SOSNQQX12AF729C44C,other,en,5,6,8,3
SOYQKVM12A8C137ED7,other,en,9,6,2,3
SOCFQLH12AF72A942D,other,en,0,0,8,6
SOQYBYY12AB01823A2,other,en,9,4,6,7
SOZAXOL12AB017E467,other,en,4,0,4,1
SOLCRKR12AC96184F8,other,en,9,4,6,6
SOPPJYP12AB0185DA2,other,en,5,0,4,7
SOUMJJC12A6701F4B0,other,en,7,3,8,8
SOKYXSZ12A6D4F6E92,pop rock,en,1,6,5,0
SOOTDLW12AB017DBF3,other,en,9,6,3,8
SODMNRZ12A8C140C7A,blues-rock,en,1,7,5,6
SODWFBM12A6D4FAF53,chanson,en,3,1,2,1
SOSIMGO12A6D4FB491,other,en,6,7,9,7
SODJAUI12AB0188C5E,other,en,8,6,0,1
SOEQBUC12AB0181D21,other,en,9,4,6,2
SOXKDRR12AB0181712,other,en,1,3,3,6
SOWDTGB12A6D4FB2AD,other,en,5,6,8,8
SOYFSUL12AB0183110,pop rock,en,7,4,9,8
SOCWCPZ12AB018476F,other,en,4,9,0,1
SOCKIPC12A8C13F0C0,other,en,4,5,0,7
SOYMYOU12AB01883E3,other,en,5,4,6,3
SODOXQL12AB01843D3,dance pop,en,8,6,0,5
SOTOXLZ12A8C1436B7,other,en,5,4,6,3
SOTDNJJ12AAF3B3748,roots reggae,en,7,3,6,1
SOOJKNX12A8C132425,other,en,9,2,7,3
SOGQMIF12A8C13C401,other,en,3,7,9,8
SOZGOKA12A6D4FC7B7,hip hop,en,9,4,6,2
SOWSZIC12AB0186D86,blues-rock,en,8,7,9,8
SOAATRN12A6310E897,other,en,8,7,8,1
SORTNEK12A58A7932C,other,en,8,7,9,5
SOKWVAH12A8C1332B0,post-grunge,en,6,7,9,9
SOQRHIO12AC4689255,other,en,4,9,2,7
SOLGING12AB0182723,other,en,9,2,2,8
SOJGOAY12A58A79479,other,en,0,0,2,8
SONYSNO12AB0189762,dancehall,en,5,4,6,5
SOFWXNQ12AC3DF5F8B,other,en,2,9,5,9
SODTCPC12A6D4F812A,chanson,en,4,0,2,3
SOOEZYX12A58A77E00,other,en,9,6,5,7
SOROYFK12AB018C915,other,en,8,7,5,4
SOBUWGJ12AB018EBAB,other,en,8,7,9,6
SOHTWEG12AB018D11C,other,en,1,8,8,0
SOEEEIL12A8C138EEE,other,en,8,6,0,7
SOCWWGG12A58A7AC1C,other,en,6,6,2,8
SOLLUGH12AB0184496,other,en,8,6,3,8
SOMTWZO12AB017C845,other,en,4,6,3,1
SOVOWRW12A8C13B93D,other,en,5,4,6,4
SOPVYZH12AB017C34D,other,en,2,9,2,3
SOLQXNP12A58A7C0F3,other,en,3,1,4,7
SOHMTXX12A8C1332C1,post-grunge,en,8,7,9,9
SOEVEBR12A8C1392AA,post-grunge,en,0,7,9,3
SOMXGMJ12AB0183EC5,other,en,4,5,4,3
SOEDGSG12AB0184A57,pop rock,en,3,1,2,3
SOPJVZP12AB018AA11,other,en,8,7,1,6
SONSUZV12AB018914A,other,en,1,8,8,0
SOBQPQM12AB0184636,other,en,8,6,4,7
SOYXFLF12A6D4FBF4E,blues-rock,en,8,7,9,4
SOFCNRE12AB01864E3,other,en,1,8,9,6
SOJLVSP12AB018252B,chanson,en,4,5,2,1
SOOWKSP12AB018043B,other,en,4,0,0,7
SOVMPHV12AB01828B1,pop rock,en,8,8,8,8
SORJLDF12A58A7C7F0,other,en,7,3,2,1
SOZHTJI12A81C20CF5,dancehall,en,9,4,6,5
SOKBTBD12A6D4FA3C6,other,en,4,5,2,3
SOTJLKO12A8AE4888B,other,en,6,0,0,7
SOEDOYM12AB0189A92,other,en,2,9,2,3
SOJYPYH12A8C13D69F,other,en,8,6,3,0
SOIVSQZ12A6D4F68BF,other,en,9,4,6,9
SOLABTF12A8C13A149,other,en,5,4,6,1
SOUFVZJ12A6D4FA4FE,other,en,8,7,9,0
SOYBNLW12A6D4FC930,country rock,en,6,1,4,8
SOOCUMC12A81C22FEA,other,en,1,8,8,0
SOHRPJS12AB0180A12,chanson,en,5,6,2,7
SOVFRDB12AB017FF3A,gangster rap,en,5,4,6,5
SOTOHAH12AAF3B51FC,other,en,5,7,8,4
SOIMSRQ12A6D4F648F,other,en,1,8,1,0
SOFFRFP12A6D4FA748,chanson,en,8,6,3,1
SOPRVWD12A8C13A711,other,en,5,6,2,6
SOHSEBB12A8C139D2A,other,en,2,9,2,1
SOCAKKR12AB01866C9,other,en,1,8,3,6
SOJWGEI12A8C13CA8F,other,en,8,8,8,0
SOLMCUV12A6BD54773,dancehall,en,9,4,6,4
SOINZJI12A8C1337A1,other,en,6,7,5,6
SONYXMF12A8C13EB31,dance pop,en,1,6,0,9
SOQUGOE12A6D4FA6FF,ccm,en,6,0,0,6
SOBTQGV12A8AE496ED,other,en,1,8,1,8
SOPUMFQ12AB0187B54,chanson,en,3,1,7,4
SOMNRNZ12A8C144C90,other,en,0,0,5,6
SOEBMOR12AB018E580,other,en,1,8,8,0
SOCCRRM12AB018E15B,other,en,5,6,0,7
SOJQTNZ12AB018115B,other,en,7,4,6,8
SOLKIQV12AC3DF5531,roots reggae,en,5,0,6,5
SOSUVKW12A6D4F58BE,other,en,5,6,3,0
SOGSPRZ12AB0182944,other,en,9,7,5,3
SOGWZBN12A6D4F6AB2,hip hop,en,8,4,6,5
SOIVGSZ12AB017F898,other,en,9,2,7,8
SOVUPWB12A6701F623,other,en,8,7,9,8
SOGSBJL12A8C14477B,power pop,en,6,7,9,6
SOAUGJA12AB01869AF,post-grunge,en,8,8,8,7
SOLQAPL12AAF3B3010,other,en,5,6,0,7
SOCSLWU12A58A7E43A,blues-rock,en,4,7,5,8
SOXYGNC12A67021C29,roots reggae,en,7,6,6,8
SOIDTWY12AB018CDB4,other,en,1,7,9,6
SOLVAIC12AC90716B8,other,en,1,8,3,7
SOPFWNZ12A8C13B9C6,hip hop,en,9,4,6,5
SOYNMIH12AB0181C0A,other,en,6,6,2,0
SOLDRTU12AB01838B9,power pop,en,8,8,8,6
SOZCURA12AF72A17B1,blues-rock,en,8,6,5,7
SODDPYN12A8C132735,roots reggae,en,7,3,6,5
SOJKDEC12A8C131E8B,chanson,en,0,0,2,7
SOBANAT12A6D4F7501,other,en,1,8,9,6
SOWKINI12A8C135E39,other,en,8,8,1,1
SOUOHOA12A6D4FBCE0,other,en,9,6,6,0
SOELUMB12AB01819CE,gangster rap,en,9,4,6,6
SOKBBXV12AB0186B8A,other,en,5,6,7,8
SOQQABM12AF729A392,hip hop,en,5,4,6,2
SORGJUM12A8C142CFB,other,en,6,1,4,3
SOZFLXY12A8C13A8E2,progressive house,en,7,3,3,8
SOGGWHE12AF729F431,gangster rap,en,9,4,6,5
SOPSDCQ12A8C135CB6,hip hop,en,1,4,6,6
SOGGZNB12A8C142178,chanson,en,4,5,7,1
SOLXWRL12AB01835AF,other,en,6,7,9,7
SOTFFXG12A67ADC8F6,other,en,0,0,7,3
SONHMQW12A8C13163C,hip hop,en,1,6,6,5
SOTQHWA12A8C136E39,other,en,8,6,7,6
SOAMMNJ12A81C20A4C,roots reggae,en,9,4,6,9
SOLUGTX12A6D4FAC08,other,en,8,7,9,3
SORHELV12A8AE44B4E,heavy metal,en,1,8,1,8
SOEWMAK12A8C13FD07,other,en,6,1,5,0
SOACCCG12AC468C7BC,ccm,en,0,0,0,5
SOQKGQF12AB0184865,other,en,5,5,2,1
SOZZIKV12AB017F17B,other,en,8,7,9,6
SOPVGYL12AB017B8AF,other,en,0,6,0,0
SOMTXLN12AB018977B,dance pop,en,1,3,3,1
SOHWCYA12AB01806FA,other,en,7,3,3,3
SOBUIHY12A6D4F5D1B,other,en,1,8,8,6
SOXKKUW12A8C13C614,other,en,0,0,8,1
SOKHIUI12A8C135F51,other,en,3,1,2,0
SOYRUNW12AB01856B8,other,en,4,5,0,1
SOBRBOP12AB018ABA1,other,en,6,7,9,6
SOUXSFR12AB018D1A4,other,en,7,3,3,6
SOYSHBO12AB018CA41,other,en,7,3,8,3
SOQCDQE12A6D4F7682,other,en,0,0,2,3
SOYWHAB12AB0181E73,other,en,2,9,2,7
SOZIMLB12AF72AD1CD,other,en,6,0,8,7
SONUXHH12A8C141737,other,en,3,1,4,7
SOARKRH12AB0188703,other,en,1,3,3,0
SOBNSFW12A67020E2E,other,en,0,0,2,3
SOLOZFC12AB0180428,other,en,1,8,1,0
SOEHJSW12A8C135F66,dancehall,en,3,1,6,3
SOXWGVW12A8C134AD8,other,en,6,0,6,7
SONIOEX12AB017D541,other,en,0,0,3,0
SOAPAIN12A8C142D08,other,en,6,0,2,0
SOQIGAT12AB017AD52,other,en,3,1,2,7
SOJORVL12A8C143582,other,en,7,3,3,7
SODORVB12AB0181F05,other,en,4,9,2,1
SOGWCWD12AB017FC95,other,en,9,4,6,5
SOZPSZK12AB0187881,other,en,6,0,9,7
SORTOKQ12AF72A545B,other,en,0,0,4,0
SOTWIIY12A6D4F8837,blues-rock,en,0,0,9,0
SOSYPCS12A8C136D12,hip hop,en,4,6,6,7
SOUHKHB12A8C138A58,other,en,9,3,3,0
SOKLRFB12A8C141932,other,en,5,6,2,8
SOPBDZT12AB017AA98,other,en,7,6,2,8
SODOOHJ12A6D4F4A74,other,en,0,0,8,0
SOKECVO12A6D4F9F14,other,en,8,6,3,2
SOBJIKU12A8C13ECD6,other,en,3,1,2,3
SOHCZJH12A8C13A73C,other,en,1,3,3,6
SODXTMM12AF729F8F1,heavy metal,en,1,8,9,7
SOIZRPR12AB0180BF1,ccm,en,5,6,3,4
SOQQOHI12A8C1444C8,other,en,5,4,6,5
SOMBEOP12AB018A0F7,gangster rap,en,9,4,6,5
SOJBVYM12AB018BD69,heavy metal,en,1,8,9,9
SOWRNST12A81C21D4C,other,en,8,6,6,2
SOCBAQW12A58A780A5,other,en,5,6,2,3
SOPZASO12A6D4F6A79,gangster rap,en,9,4,6,8
SOBZHRL12A6D4F6A70,latin jazz,en,4,5,2,1
SOMYKRP12AB018E011,other,en,5,4,6,0
SORPMDJ12AAF3B3F8E,other,en,0,0,3,3
SONCQTI12A8AE477B2,other,en,9,2,7,8
SOIYVGQ12AB018F3A5,other,en,3,1,5,7
SOKQFJK12A6D4FA1FD,other,en,5,9,2,0
