song_id,artist_name,title,tempo,loudness,duration,cluster
,Groucho Marx,Show Fifteen with Bernard Sampson & Robert Sewell,0,0,321.20118,1
,Wendy Moten,Make This Love Last,0,0,230.37342,2
,Super700,The Other Side,0,0,47.28118,0
,Eddy Arnold,Enclosed_ One Broken Heart,0,0,156.21179,0
,Andreas Dorau,Du Verstehst Mich Nicht,0,0,267.36281,1
,Pink Floyd,The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster),0,0,60.13342,0
,Johnny Osbourne,Turn Me On,0,0,271.5424,1
,Steve Green,Honor The Lord (He Holds The Keys Album Version),0,0,147.40853,0
,Enrique Iglesias,Dicen Por Ahi,0,0,229.0673,2
,Judas Iscariot,Babylon,0,0,393.89995,1
,Melatonin,Le complexe de Sisyphe,0,0,233.11628,2
,André Verchuren,Jalousie,0,0,194.82077,2
,Russ Taff,We Will Stand,0,0,343.37914,1
,Electric Light Orchestra,Indian Queen,0,0,57.44281,0
,To My Surprise,Easy or Not (Album Version),0,0,175.22893,0
,The Shirrows,Jenny Jenny,0,0,361.9522,1
,Loudon Wainwright III,How Old Are You,0,0,128.15628,0
,Mazz,Con La Tinta De Mi Sangre,0,0,183.562,2
,The Del McCoury Band,Hillcrest Drive,0,0,198.63465,2
,Daddy Yankee,Descontrol,0,0,172.90404,0
,Busta Rhymes,Genesis,0,0,231.60118,2
,Cancer Bats,Engine Skull,0,0,159.29424,0
,Mississippi Fred McDowell,You Gotta Move,0,0,226.37669,2
,John Cephas & Phil Wiggins,Twelve Gates To The City,0,0,158.30159,0
,Mae West,Put It Off Until Tomorrow,0,0,150.49098,0
,Dave Eggar,Dream Of Ice,0,0,224.73098,2
,Soulwax,Soul Simplicity,0,0,274.78159,1
,David Andreu,El Sabor lo Pongo Yo,0,0,250.56608,2
,Aerosmith,Livin' On The Edge,0,0,324.07465,1
,This Is Hell,REALIZATION: REMORSE,0,0,106.39628,0
,SNAP!,Mary Had A Little Boy (Maestro Mix),0,0,327.78404,1
,Sister Hazel,Come Around (Acoustic),0,0,283.48036,1
,Mayday,Groundhog Day f/Cee-Lo Green & DJ Craze,0,0,233.84771,2
,Donna The Buffalo,Visitor,0,0,251.42812,2
,Claire Hamill,Icicle Rain,0,0,313.05098,1
,Marcelo Radulovich,Non-Stop Floater,0,0,267.59791,1
,Shriekback,The Strongest Wind That Blows,0,0,286.06649,1
,Bob Neuwirth,Great Escape (Good Intentions),0,0,312.5024,1
,The Marx Brothers,Main Title/Animal Crackers,0,0,102.13832,0
,Nikos Xilouris,Ki An O Ageras Fisa,0,0,109.50485,0
,The Tokens,Ill Always Love You,0,0,149.34159,0
,Dax Riggs,Ouroboros,0,0,91.19302,0
,Messy Marv featuring Clover Geez,Still Ballin,0,0,285.85751,1
,Walter Trout,Running in Place,0,0,325.14567,1
,Curtis,Not Going Back Again,0,0,209.44934,2
,Bad Religion,Infected,0,0,247.58812,2
,Negura Bunget,Tara De dinicolo De Negura,0,0,353.95873,1
,Beastie Boys,Flute Loop (2009 Digital Remaster),0,0,114.52036,0
,Murskahumppa,Stora kusetus,0,0,92.23791,0
,Jacques Dutronc,Les Playboys (Version Espagnole),0,0,189.36118,2
,Marilyn Scott,Take Me With You,0,0,245.62893,2
,Babylon Disco,Funk You,0,0,153.44281,0
,Sex Pistols,I'm A Lazy Sod (Live),0,0,126.06649,0
,The Kitchen,...And He Loves It,0,0,135.8624,0
,N.E.R.D.,Don't Worry About It (Edited),0,0,221.54404,2
,The Refreshments,Rock'n'Roll Heaven,0,0,168.4371,0
,Penguin Café Orchestra,Bean Fields (Live) (2001 Digital Remaster),0,0,277.21098,1
,Fontella Bass,Rescue Me,0,0,165.72036,0
,Lili Ivanova,Izgaryam,0,0,268.53832,1
,Her Majesty's Finest,Prof. Henry Stills,0,0,149.34159,0
,Seguridad Social,Soc Mediterrani,0,0,378.04363,1
,W.A.S.P.,Heaven's Hung In Black (Reprise),0,0,193.74975,2
,Ram Squad,Dirty South,0,0,249.36444,2
,The Sonics,Love Lights,0,0,171.15383,0
,Kelly Sweet,Ready For Love,0,0,256.93995,2
,Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli,Guillaume Tell_ Acte II (1988 Digital Remaster): Ils s'éloignent enfin....Sombre forêt,0,0,498.80771,3
,Jonn Serrie,Gentle; the Night (from And the Stars Go With You),0,0,435.69587,3
,fIREHOSE,Towin' The Line,0,0,167.3922,0
,Yvette Horner,En Souplesse,0,0,162.19383,0
,Bobby Vee,The Story Of My Life,0,0,143.35955,0
,Pepe Kalle,Roger Milla,0,0,369.52771,1
,Ray Kane,Keiki Slack Key (Instrumental),0,0,200.82893,2
,Blind Boy Fuller,Precious Lord,0,0,167.99302,0
,Carpenters,An Old Fashioned Christmas,0,0,134.60853,0
,Fun Lovin' Criminals,Love Unlimited (Remix) (Explicit),0,0,228.72771,2
,Tam Tam Go!,Belleza Pasajera,0,0,190.04036,2
,Stephan Micus,For Abai and Togshan,0,0,1204.29669,4
,Goatwhore,Sky Inferno,0,0,221.20444,2
,Jah Debda,Eastern Magic,0,0,277.10649,1
,Sandy Lam,Zhan Zai Di Yi Pai,0,0,178.54649,2
,Tigerstyle,Bonus Track,0,0,164.93669,0
,Oscar Peterson Trio,Night And Day,0,0,152.13669,0
,Stephan Micus,Mikhail's Dream,0,0,504.94649,3
,Los Iracundos,Siempre Soy Tu Barquito De Papel,0,0,155.01016,0
,Soul Asylum,Slowly Rising,0,0,235.20608,2
,Cass Fox,Touch Me,0,0,208.1171,2
,Stanley Clarke,Cruisin',0,0,331.33669,1
,Intars Busulis,?o???? DJ,0,0,229.11955,2
,Seventh Day Slumber,Sabados,0,0,257.14893,2
,Mart'nália,Nas águas de Amaralina,0,0,224.36526,2
,Tunsi,The Paper Remix,0,0,237.7922,2
,ÄI-TIEM,Zeit für Streit,0,0,288.20853,1
,Chango Spasiuk,Chamamé crudo,0,0,351.29424,1
,Dominic,Simple Plan,0,0,230.71302,2
,Eric Burdon,Feeling Blue,0,0,288.70485,1
,Blind Willie McTell,Love Makin' Mama (Take 2),0,0,173.08689,0
,Georges Delerue,Platoon - Theme,0,0,417.12281,3
,Dropkick Murphys,Johnny_ I Hardly Knew Ya,0,0,292.25751,1
,Zachary Richard,See You Later Alligator,0,0,193.82812,2
,Dub Wiser,Atom x,0,0,468.06159,3
,Martin Sexton,Glory Bound (LP Version),0,0,267.36281,1
,Suzi Quatro,Don't Break My Heart,0,0,175.35955,0
,Be Bop Deluxe,Piece Of Mine,0,0,312.58077,1
,Ini Kamoze,Gangsta Roll,0,0,229.66812,2
,DJ Slugo,Designer Chick,0,0,207.49016,2
,David Lynch,Lit'l(er) Song,0,0,287.05914,1
,Gold City,Are You Ready? (Acapella),0,0,28.83873,0
,Fiona,Everything You Do [You're Sexing Me] [Duet with Kip Winger] (Album Version),0,0,254.17098,2
,Mighty Diamonds,Africans,0,0,219.58485,2
,Little Milton,Walking The Back Streets And Crying,0,0,438.88281,3
,Josh Groban,Mi Morena (Revised Live Version),0,0,286.27546,1
,Shaman,The Muddy Morning Hymn,0,0,456.82893,3
,Clifton Chenier,It's Hard,0,0,204.32934,2
,Mons Leidvin Takle,Drømmen Om Deg,0,0,121.75628,0
,Brownie McGhee,Tell Me Baby,0,0,176.37832,0
,Alacranes Musical,La Segunda De Rosales (Album Version),0,0,191.9473,2
,Mithotyn,Let Thy Ale Swing,0,0,58.30485,0
,Spade Cooley,Its Dark Outside,0,0,167.33995,0
,Toots & The Maytals,It's You,0,0,128.33914,0
,Stockhausen Waterman,String 'Em Up,0,0,183.87546,2
,ARRESTED DEVELOPMENT,Natural (2002 Digital Remaster),0,0,270.36689,1
,Dave Hollister,I Know I Can,0,0,363.38893,1
,99 Posse,Salario Garantito (Versione Strumentale),0,0,369.26649,1
,Galactic,Think Back,0,0,238.96771,2
,Ann Lee,Hold the key,0,0,218.72281,2
,The Jam,Start!,0,0,135.83628,0
,Five Fingers of Funk,Posters,0,0,259.3171,2
,Captain Hollywood Project,Find Another Way,0,0,235.62404,2
,John Berry,Ninety Miles An Hour,0,0,185.7824,2
,Peret,Clavo Y Martillo,0,0,124.39465,0
,Tullycraft,Loveless,0,0,206.13179,2
,Why?,Sanddollars,0,0,190.14485,2
,50 Cent,In Da House Skit,0,0,27.68934,0
,Vulgar Pigeons,O.R.P.,0,0,125.98812,0
,K.I.Z.,Freiwild,0,0,234.68363,2
,Richi M.,Popcorn,0,0,350.22322,1
,Gym Class Heroes,Simple Livin' (Album Version),0,0,186.46159,2
,Slackbaba,And The Beat Goes Om,0,0,488.25424,3
,DJ X-Change featuring Joey A,Drop Low,0,0,231.78404,2
,Ebba Forsberg,Halleluja,0,0,348.99546,1
,Bonita & Jerry Cormier,Dans un grand mur,0,0,138.10893,0
,Peggy Lee,It Never Happened To Me,0,0,138.60526,0
,Steve Vai,Fever Dream,0,0,364.53832,1
,Cookies,Yan Chin,0,0,171.20608,0
,Hoods,Suffer,0,0,63.58159,0
,5 Blind Boys Of Alabama,If You Don't Pray For Me,0,0,173.71383,0
,The Berzerker,Pure Hatred,0,0,84.1922,0
,Juice Leskinen,Sietämätön mies,0,0,215.03955,2
,Natalie Cole,Busted,0,0,236.19873,2
,Will Ackerman,A Movie Of A Placid Lake On A Moonless Night In September - Reprise,0,0,194.19383,2
,Mungo Jerry,Pushbike Song,0,0,155.24526,0
,The Villas,To Be In Love,0,0,179.48689,2
,Devanic,You Live_ You Die,0,0,210.88608,2
,When Dinosaurs Ruled The Earth,Glee Club,0,0,37.82485,0
,Patrick Saint-Eloi,An Plas'ay,0,0,319.97342,1
,Barry Künzel,Supervisor (Instrumental) (edition Tromo/Rückbank),0,0,251.37587,2
,Pat Metheny,Letter from Home,0,0,166.26893,0
,Gregory Isaacs,Out Deh,0,0,216.5024,2
,Raphael,Cierro Mis Ojos,0,0,212.61016,2
,Corderoy & U4IC DJ'S,3 Spirit,0,0,517.642,3
,Jimmy Burns,Rollin' And Tumblin',0,0,264.51546,2
,Ricky Martin,Fuego De Noche_ Nieve De Día,0,0,336.19546,1
,Inhume,Process to decelerate,0,0,126.04036,0
,Radiohead,Fake Plastic Trees (Acoustic Version),0,0,281.12934,1
,Chet Atkins,Bourrèe,0,0,87.64036,0
,The Stolen Minks,Your Broken Heart,0,0,233.45587,2
,Carlos Ponce,Quiero,0,0,240.3522,2
,Bob Margolin,Ice Or Fire,0,0,227.00363,2
,Don Francisco,Righteous Disgrace,0,0,185.44281,2
,Henri Pousseur,Parabolics Studies 8,0,0,1280.522,4
,Marco Beltrami,Not A Kid Anymore,0,0,115.04281,0
,Pacha Massive,Don't let go,0,0,205.89669,2
,Grant And Wilson,Find Me At the Greasy Spoon,0,0,177.99791,2
,Jets,Alligator Come Across (Live),0,0,260.38812,2
,fIREHOSE,Things Could Turn Around,0,0,190.51057,2
,The Tarriers,Dark As A Dungeon (LP Version),0,0,246.49098,2
,Festival,Festival Resurrection (Outro),0,0,281.57342,1
,Christophe Beck,Why Jack Called,0,0,150.09914,0
,Nicho Hinojosa,Tus Viejas Cartas,0,0,188.36853,2
,Ma Rainey & Her Tub Jug Washboard Band,Hear Me Talkin' To You,0,0,181.86404,2
,3 Doors Down,Be Like That,0,0,278.64771,1
,Martina McBride,Thanks A Lot,0,0,155.97669,0
,Amanajé,Herval na percaria,0,0,283.6371,1
,Pacha Massive,Drive,0,0,300.93016,1
,Keira Green,My Heart Goes Up,0,0,181.26322,2
,Jaguares,Esta Muy Claro,0,0,308.4273,1
,Cali,Un nuovo giorno,0,0,158.95465,0
,Kuldeep Paras,Ek Pegh,0,0,301.84444,1
,Sukhwinder Singh,O Raaje,0,0,342.43873,1
,Sick Of It All,Consume (LP Version),0,0,223.7122,2
,Ramón Vargas,Granada,0,0,239.5424,2
,Madonna,Celebration [Felguk Love Remix],0,0,398.15791,1
,Cama,Fade Away,0,0,221.17832,2
,Susana Seivane,Xoanina,0,0,180.13995,2
,Orquesta Aragon,Fefita,0,0,253.04771,2
,The Del McCoury Band,She Can't Burn Me Now,0,0,234.16118,2
,Wendo Kolosoy,Soki Olingi Ngai,0,0,305.94567,1
,Missy Higgins,The Special Two (Australian Version),0,0,267.65016,1
,Zbigniew Preisner,Colin Tries Standing,0,0,50.99057,0
,Michael Gettel,Memory In The Snow,0,0,221.90975,2
,Kanye West / Consequence / Cam'Ron,Gone,0,0,333.34812,1
,Marco Beltrami,Nomads Alive,0,0,201.61261,2
,Kati,Il Tempo Non Torna Più,0,0,260.91057,2
,Monty Are I,O Brother,0,0,279.24853,1
,Dropkick Murphys,The Only Road (Album Version),0,0,131.81342,0
,Jimmie Davis,Jimmie's Travellin' Blues,0,0,178.442,2
,Cabas,Likua,0,0,254.40608,2
,Dwight Twilley,Tulsa Girl,0,0,145.34485,0
,Caspian,The Dropsonde,0,0,125.07383,0
,Faces,My Fault (LP Version),0,0,187.42812,2
,Asha Puthli,Asha,0,0,351.65995,1
,Leroy Hutson,All Because Of You - Original,0,0,276.87138,1
,Line Renaud,Cent Mille Guitares,0,0,159.76444,0
,Gwen Stefani,What You Waiting For?,0,0,225.41016,2
,The Cat's Miaow,Autumn,0,0,46.00118,0
,Thirst,Forever Tonite,0,0,290.69016,1
,Bambino_ Ivan Tirado,Amor Maldito,0,0,374.30812,1
,Blingtones,Baby U Acting Greezy (Ringtone_ Sonnerie),0,0,28.96934,0
,Checkers,Don't Stop Dan,0,0,171.31057,0
,Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge,Finale: When Love Is Found/It Feels Like Christmas,0,0,240.22159,2
,Juana Molina,Quiero,0,0,159.65995,0
,Natassa Theodoridou,Den Thelo Tipota,0,0,233.37751,2
,Bone Thugs-N-Harmony,Servin' Tha Fiends,0,0,232.202,2
,Jimmy Page / Robert Plant,Thank You,0,0,348.08118,1
,The Raconteurs,Broken Boy Soldier (KCRW Version),0,0,230.5824,2
,Roy Carrier,My Baby Don't Wear No Shoes,0,0,220.1073,2
,Dave Graney & Clare Moore,You Put a Spell on Me,0,0,248.11057,2
,La Charanga Rubalcaba,Los Pintores,0,0,217.99138,2
,Aleks Syntek,Doesn't Matter Where You Are (Intocable),0,0,220.3424,2
,Kaija Koo,Tule lähemmäs Beibi,0,0,240.45669,2
,Günter Noris,Bye-Bye - Medley,0,0,180.92363,2
,The Gathering,Locked Away,0,0,215.71873,2
,Eddie Cano,Blue Satin (Album Version),0,0,123.66322,0
,Tom Cochrane,Paper Tigers (acoustic version),0,0,220.81261,2
,Janie Fricke,Let's Stop Talkin' About It,0,0,194.5073,2
,Arthur Brown,Child Of My Kingdom,0,0,422.16444,3
,Nacho Chapado feat. Stephen Massa,B Somebody,0,0,371.1473,1
,Kary Ng,Ai Ni Bian Cheng Hen Ni,0,0,209.55383,2
,Owsley,The Homecoming Song (Album Version),0,0,179.64363,2
,Henry Lee Summer,I Wish I Had A Girl,0,0,266.4224,2
,Derek Bell,Sake In The Jar,0,0,268.32934,1
,Jackie Wilson,Each Time (I Love You More),0,0,141.81832,0
,Igor Stravinsky;Columbia Symphony Orchestra,Le Sacre du Printemps (The Rite of Spring)/Part One: The Adoration of the Earth - Introduction,0,0,181.26322,2
,Donna The Buffalo,Broken Record,0,0,196.75383,2
,Gerald Veasley,On The Fast Track,0,0,371.25179,1
,Mayday,Dave D. Blues (how To Make It Sting Like A Career) (Album Version),0,0,144.40444,0
,Lizzy Borden,The Darker Side,0,0,379.11465,1
,My Chemical Romance,You Know What They Do To Guys Like Us In Prison (Album Version),0,0,173.73995,0
,Wednesday 13's Frankenstein Drag Queens From Planet 13,Plan 9 From Outer Space (Album Version),0,0,183.53587,2
,The Marx Brothers,Un jour aux courses: Who's That Man,0,0,431.51628,3
,Laurie Berkner,Zodiac,0,0,58.40934,0
,Eric Champion,Why Do We Do?,0,0,310.77832,1
,Bob Cheevers,Memphis Til' Monday,0,0,240.22159,2
,Sonny Terry,My Baby Likes To Shuffle,0,0,149.41995,0
,Mr. De',Mr. De's Theme,0,0,240.09098,2
,Al Rapone,Chere Duloone,0,0,185.93914,2
,Sébastien Roch,,0,0,184.08444,2
,H-Town,Sex Dance,0,0,289.30567,1
,Mighty Diamonds,Searching,0,0,215.562,2
,Aisha Duo,Beneath an Evening Sky,0,0,288.60036,1
,Sub Focus,Juno,0,0,292.98893,1
,D'Molls,Father Time (Album Version),0,0,259.16036,2
,Michael Convertino,Main Title [Bodies_ Rest & Motion] (2006 Remastered LP Version),0,0,159.16363,0
,Montserrat Caballé;Eugenio  Marco,Bohemios: No quiero que sepa que aquí vengo yo (Gypsies: I don't want him to know that I am here),0,0,254.1971,2
,Dead To Me,What's Wrong,0,0,105.42975,0
,Hatiras,Final Flash,0,0,177.13587,0
,Bob Wills,South,0,0,107.93751,0
,Danielle Bollinger,When the Broken Hearted Love Again,0,0,555.54567,3
,Penguin Café Orchestra,Harmonic Necklace,0,0,72.77669,0
,L.a. Dream Team,Rockberry Jam,0,0,314.90567,1
,Modern Day Escape,Let's Get Sweaty,0,0,187.0624,2
,North Mississippi Allstars,Teasin' Brown,0,0,219.0624,2
,Quadro Nuevo,La Muneca de Alcazar,0,0,232.9073,2
,Steve Porter,Mindless,0,0,509.33506,3
,Los Del Rio,Canela Pa'  Tu Boca,0,0,216.78975,2
,Michael Stanley Band,You're My Love,0,0,164.07465,0
,Jackie Edwards,Welcome You Back Home - Original,0,0,160.9922,0
,Stanley Clarke;Herbie Hancock,Old Friends,0,0,307.59138,1
,Channel Live,Turn It Up,0,0,238.81098,2
,Igor Stravinsky,Tango,0,0,247.7971,2
,Blue Rodeo,Never Look Back,0,0,199.05261,2
,The Sugarhill Gang,8th Wonder,0,0,451.02975,3
,DMX,I'ma Bang,0,0,306.05016,1
,Rick Astley,Never Gonna Give You Up,0,0,211.69587,2
,Wayne Kramer,Bad Seed,0,0,248.52853,2
,The White Stripes,A Martyr For My Love For You,0,0,259.5522,2
,KMD,Get-U-Now,0,0,147.22567,0
,The Irish Rovers,Little Brigid Flynn,0,0,182.04689,2
,Eko Fresh feat. Summer Cem & DJ Ses,Mönchengladbach Love,0,0,244.63628,2
,Freddie McGregor,YOUR LOVE,0,0,229.95546,2
,Jordan & Baker,Explode (Epic Extended Mix),0,0,424.9073,3
,Dorothy Norwood,No Storm,0,0,512.91383,3
,Margaret Becker,Just Come In,0,0,268.87791,1
,Sister Rosetta Tharpe,What He Done For Me,0,0,162.40281,0
,The Presets,Truth And Lies,0,0,243.9571,2
,Stefon Harris,For You Mom & Dad,0,0,374.17751,1
,Crazy Horse,Dirty_ Dirty  (Album Version),0,0,212.92363,2
,Jim Smoak & The Louisiana Honeydrippers,Old Dan Tucker,0,0,140.64281,0
,Dean Martin,That Old Gang Of Mine,0,0,145.99791,0
,Shunza,Happy,0,0,295.96689,1
,Angela Dimitriou,Ta Methismena S' Agapo,0,0,230.63465,2
,Rhinoceros,One More Breath,0,0,77.11302,0
,Syl Johnson,Driving Wheel,0,0,238.86322,2
,Natalie Cole,Don't Get Around Much Anymore,0,0,154.61832,0
,Rockin' Dopsie_ Jr._ The Zydeco Twisters,Lucille,0,0,259.39546,2
,Paul Rogers,The Hunter,0,0,265.01179,2
,The Real Kids,Take it slow,0,0,182.12526,2
,B.B.King,Please Love Me,0,0,167.49669,0
,Darryl Worley,Those Less Fortunate Than I,0,0,239.56853,2
,Ambient Music Therapy,Voice of Angels Drone for Spiritual Well Being,0,0,167.3922,0
,Peret,Mi Raza,0,0,286.17098,1
,Jessica Simpson,Be,0,0,250.04363,2
,Bowen_ Robin Huw,All Through The Night (Album),0,0,244.29669,2
,The Impressions,At The County Fair - Original,0,0,124.96934,0
,John Mellencamp,Peaceful World,0,0,218.67057,2
,The Mad Capsule Markets,Good Day (Live),0,0,244.55791,2
,Joe Turner,Midnight Cannonball (LP Version),0,0,151.40526,0
,Legion Of Green Men,Tuggathanug,0,0,339.90485,1
,Mance Lipscomb,Shine On Harvest Moon (Previously Unreleased),0,0,166.47791,0
,Juelz Santana,There It Go (The Whistle Song),0,0,180.55791,2
,Márcio Faraco,Kanoê,0,0,236.35546,2
,Cardenales del Exito,Lole Lolaila,0,0,237.87057,2
,Greis,Le Choix,0,0,275.30404,1
,Wolfmother,Cosmonaut,0,0,288.33914,1
,Al De Lory,Country Girl,0,0,175.49016,0
,Pepper,Stormtrooper (Live),0,0,108.93016,0
,The Michael Stanley Band,Waste A Little Time On Me,0,0,232.12363,2
,Timo Maas,Bad Days,0,0,417.56689,3
,Bob Carlisle,Man Of No Reputation,0,0,331.25832,1
,One Block Radius,All On Our Own,0,0,236.72118,2
,Nana Caymmi,Nossa Dança,0,0,174.54975,0
,Various Indian Tribes,Mountain By The Sea (Tribe Unknown),0,0,193.25342,2
,Butthole Surfers,All Day,0,0,512.1824,3
,Memphis La Blusera,La Revolución,0,0,261.642,2
,Mariano Yanani,Air_ Siote No. 3 (J.S. Bach),0,0,191.42485,2
,Anat Ben David,Moon Boom,0,0,213.7073,2
,The Rolling Stones,Time Is On My Side,0,0,172.72118,0
,Twila Paris,We Will Glorify (Key-B-Db-Premiere Performance Plus),0,0,201.32526,2
,Plagia,Floripa,0,0,354.11546,1
,La Portuaria,Hasta El Final,0,0,224.91383,2
,Hollywood Bowl Orchestra / John Mauceri,John Dunbar Theme [Dances with Wolves],0,0,147.64363,0
,Suicide,Do It Nice,0,0,323.94404,1
,Lee Ritenour,Can You Feel It?,0,0,321.56689,1
,Max Melvin,Someday,0,0,262.79138,2
,Rainer Bielfeldt,Gewisse Leute,0,0,192.73098,2
,Point Of Grace,Amazing (LP Version),0,0,294.08608,1
,Rodney O & Joe Cooley,Murda',0,0,230.84363,2
,William Orbit,The Monkey King,0,0,315.01016,1
,Jack Johnson,You And Your Heart,0,0,196.20526,2
,Gus Cannon,Big Railroad Blues,0,0,197.0673,2
,A.Z.,We Can't Win (Explicit),0,0,203.10159,2
,Dub Pistols feat. Lindy Layton & Rodney P,I'm In Love,0,0,333.21751,1
,André Minvielle,Les Chaudrons,0,0,295.96689,1
,Hassan Annouri feat. Cassandra Steen,Wahrheit,0,0,270.73261,1
,Wednesday 13's Frankenstein Drag Queens From Planet 13,Hit And Rape (Album Version),0,0,131.81342,0
,Gaiteros de Pillopo,El Barbero,0,0,251.08853,2
,Darwin's Waiting Room,Feel So Stupid (Table 9),0,0,197.51138,2
,Herbert Von Karajan,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des Lächelns"")",0,0,238.10567,2
,Arturo Sandoval,My Funny Valentine,0,0,266.60526,2
,Demonbreed,Hell Will Reign,0,0,337.24036,1
,Chaotica,Turbocharger,0,0,235.4673,2
,House Of Lords,Rock Bottom,0,0,232.75057,2
,Cerati-Melero,Marea De Venus,0,0,262.37342,2
,Helen O'Connell,The Sweetest Sounds,0,0,180.6624,2
,Leo Ku,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,0,0,185.0771,2
,The Pineapple Thief,Snowdrops,0,0,356.54485,1
,Capleton,Say Yeah,0,0,233.63873,2
,Flor Silvestre,Luna De Octubre,0,0,157.46567,0
,Buddy Jewell,Sweet Southern Comfort,0,0,212.89751,2
,Fun Lovin' Criminals,Love Unlimited (Explicit),0,0,205.66159,2
,Remmy Ongala,I Want To Go Home,0,0,489.482,3
,Jimmy Riley,Life,0,0,232.25424,2
,The Last,Century City Rag,0,0,159.05914,0
,Joe Heaney,The Ferocious O' Flahertys,0,0,52.76689,0
,Frankie Randall,Rudolph The Red Nosed Reindeer,0,0,200.75057,2
,Otis Taylor,Round and Round,0,0,107.83302,0
,Laron aka Swan featuring Alexander East,Up All Night - Remix,0,0,544.522,3
,The Clancy Brothers,Water Is Alright In Tay,0,0,113.78893,0
,Joe Lynn Turner,Second Hand Life,0,0,274.12853,1
,Andy Griffith,Just A Closer Walk With Thee,0,0,179.93098,2
,OutKast,Happy Valentine's Day,0,0,323.10812,1
,IYOV,Hipster Haircut,0,0,120.16281,0
,Randy Travis,Wind In The Wire (Album Version),0,0,211.40853,2
,Five Fingers of Funk,Genuine,0,0,1400.37179,4
,Warrant,Cherry Pie,0,0,201.03791,2
,Céline Dion,Un Garcon Pas Comme Les Autres (Ziggy),0,0,179.01669,2
,Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon âme a reconnu votre âme(Werther/Charlotte),0,0,55.40526,0
,Michael Whalen,A New Heart,0,0,317.70077,1
,Righteous Brothers,See That Girl,0,0,190.14485,2
,Kaija Koo,Savu hälvenee,0,0,192.26077,2
,Tyrone Taylor,Members Only,0,0,223.50322,2
,Snow Patrol,Chasing Cars,0,0,268.95628,1
,Günter Noris,Tigerauge Rock,0,0,180.79302,2
,Erik Berglund,All I Ask Of You,0,0,253.04771,2
,Shanadoo,King Kong,0,0,225.20118,2
,Silent Stream Of Godless Elegy,Theme III,0,0,50.1024,0
,T-la Rock,Back To Burn,0,0,151.61424,0
,Jimi Hendrix,Voodoo Chile Blues,0,0,528.14322,3
,Sonora Santanera,Estoy Pensando En Tí,0,0,168.46322,0
,Asterisk*,Iron-head: Palestine,0,0,41.84771,0
,Stiff Meat,Lonely,0,0,240.29995,2
,Tommy Castro,Sho' Enough,0,0,240.27383,2
,Kent,Ingenting,0,0,257.74975,2
,Etienne de Crécy ,Déstockage massif (with Alex Gopher),0,0,215.84934,2
,Dr. Elmo,Grandma's Spending Christmas with the Superstars,0,0,185.5473,2
,Les Ogres De Barback,L'education du corps des porcs,0,0,287.242,1
,Jean-Jacques Goldman,Là-Bas,0,0,501.05424,3
,Panzer AG,WHEN I AM YOU,0,0,305.05751,1
,Dexys Midnight Runners,Until I Believe In My Soul,0,0,434.88608,3
,Carlos Baute,Angelito (Directo 09),0,0,211.46077,2
,Eminem,Ricky Ticky Toc,0,0,171.72853,0
,Marga Gomez,Hot Dental Supplies,0,0,95.73832,0
,Barry Manilow,Come Monday,0,0,235.96363,2
,Rikk Agnew,Everyday,0,0,269.40036,1
,Malkit Singh,Mana Laina Chahida,0,0,337.60608,1
,Furry Lewis,Old Hobo,0,0,234.78812,2
,Klaus Badelt,After The Fire,0,0,116.1922,0
,David Bowie,Space Oddity (1997 Digital Remaster),0,0,313.70404,1
,Porcupine Tree,Moon Loop (Improvisation),0,0,978.442,4
,Frank Chacksfield,Heidi,0,0,151.19628,0
,Joe Turner,Here Comes Your Iceman (LP Version),0,0,233.92608,2
,Charlotte Gainsbourg,Tel Que Tu Es,0,0,189.70077,2
,Agnes,Non Conformist Acclaimed,0,0,371.06893,1
,The Party Group,El Ventilador,0,0,190.04036,2
,DeGarmo & Key,He Has Risen (Communication Album Version),0,0,171.75465,0
,Chris Farlowe,I Just Need Your Lovin' - Original,0,0,192.26077,2
,Aerosmith,Lord Of The Thighs,0,0,425.03791,3
,Enter the Haggis,Skyswimmer,0,0,399.882,1
,Bone Thugs-N-Harmony,Fearless [Interlude] (Explicit Album Version),0,0,34.42893,0
,The Impressions,This Is My Country,0,0,168.01914,0
,Tammy Wynette,Welcome To My World (Live),0,0,84.16608,0
,MC5,Miss X (LP Version),0,0,307.722,1
,Les Malpolis,Les Amours de Nathalie,0,0,246.69995,2
,Tommy Torres,Imparable,0,0,222.92853,2
,Los Chunguitos,Por La Calle Abajo,0,0,164.12689,0
,Rhian Benson,Say How I Feel,0,0,207.46404,2
,Fun Lovin' Criminals,We Have All The Time In The World (Live),0,0,235.36281,2
,Shirley Caesar,Angels We Have Heard On High (Album Version),0,0,176.37832,0
,Bessie Smith,Cold In Hands Blues,0,0,192.44363,2
,Washboard Sam,Bucket's Got A Hole In It,0,0,166.19057,0
